,County,State,Total Pop.,VAP Males,VAP Females,Pop. 20 to 24,Pop. 25 to 34,Pop. 35 to 44,Pop. 45 to 54,Pop. 65 to 74,Pop. 75 to 84,Pop. 85+,Race Total Pop.,White,Black,Native,Asian,Islander,Other,Pop. 0 to 9,Pop. 10 to 19,Pop. 55 to 64,State Name,Active Voters,Ballots Cast,Polling Places,Poll Workers,Hours Open,Time to Vote
305,Escambia,FL,315534,120829,123827,24660,45551,36251,35908,30821,16073,6102,315534,225522,77732,6372,15101,931,4614,34175,43003,42990,FLORIDA,212987,130406,74.0,556.0,12,139.08679872479826
306,Miami-Dade,FL,2761581,765446,876294,168017,394438,379245,405026,240150,138885,68933,2761581,2094088,494873,10939,57791,2762,151655,306542,315896,344449,FLORIDA,1428856,813221,575.0,6108.0,12,1769.7458666233563
307,Elkhart,IN,205560,67431,71729,13505,26351,24804,24948,16764,8828,4138,205560,182959,15325,2815,2998,0,10144,30268,31196,24758,INDIANA,111204,54843,27.0,243.0,12,42.47976691485536
308,Marion,IN,954670,310045,356469,64853,161213,123210,111814,71251,34744,14097,954670,599777,292244,7603,40421,1583,45323,134119,124446,114923,INDIANA,583210,309686,287.0,2086.0,12,739.1009070489063
309,Morgan,IN,70116,26368,27058,4221,7744,7845,10185,7181,3089,1462,70116,69860,684,864,0,0,0,8382,9136,10871,INDIANA,45554,25480,14.0,80.0,12,17.702067875484545
310,Butler,KS,66765,24963,24329,4049,7856,8300,8568,5607,3365,1161,66765,63898,1978,1283,1352,133,257,7944,10757,9158,KANSAS,40057,24202,19.0,88.0,12,30.053174226719413
311,Douglas,KS,121436,46544,47155,20625,19005,13526,11815,8898,4007,2395,121436,103412,7507,5510,7493,0,1736,11716,17703,11746,KANSAS,66740,50922,58.0,263.0,12,164.5621816002151
312,Leavenworth,KS,81352,33007,27470,3695,10145,12847,9656,7158,3336,1671,81352,70836,9984,2160,1957,1071,1059,11145,10797,10902,KANSAS,42322,26750,26.0,124.0,12,54.84806956191701
313,Riley,KS,73703,31527,27436,19088,12950,6009,5093,4131,1874,1030,73703,64196,5976,1341,4827,364,729,6684,11060,5784,KANSAS,31406,20337,30.0,156.0,12,107.29160033111275
314,Shawnee,KS,177499,62425,68379,10581,20807,22350,20754,19335,9826,3615,177499,152947,19559,4143,4072,367,4500,21820,24796,23615,KANSAS,101805,71501,98.0,711.0,12,492.7867982908017
315,Fayette,KY,323780,111800,123769,34856,49709,42549,38019,25515,12966,4478,323780,252655,54600,2343,15804,0,12053,38908,38817,37963,KENTUCKY,235405,124801,154.0,1140.0,12,536.9605573373319
316,Caddo Parish,LA,242922,84213,98575,15588,33610,29230,28039,24039,12370,5211,242922,115463,122705,2876,4264,275,2919,30583,31835,32417,LOUISIANA,152000,79682,83.0,727.0,12,285.8257894736654
317,Livingston Parish,LA,139567,48606,52426,8431,19331,19365,18734,11358,5997,1584,139567,127662,9183,0,1211,0,3073,19046,19876,15845,LOUISIANA,78834,42383,36.0,324.0,12,106.52865514878016
318,Rapides Parish,LA,130562,47014,50533,7164,17525,16250,15372,12525,6695,2054,130562,85481,42806,2571,2313,0,1371,18396,17368,17213,LOUISIANA,81930,42702,68.0,524.0,12,313.1336506773693
319,Clinton,MI,79332,29333,30541,5304,9530,9789,10429,8301,4304,1015,79332,75914,2763,323,1676,0,130,8558,11032,11070,MICHIGAN,52092,37634,29.0,295.0,12,118.24464409120053
320,Genesee,MI,406892,148213,164776,25197,50698,46457,53886,41137,22518,7505,406892,317414,89441,5399,6230,547,3165,46634,54560,58300,MICHIGAN,278058,170844,100.0,1388.0,12,359.40703018793346
321,Lapeer,MI,88028,33946,33660,4986,9164,10031,12940,9971,4627,1369,88028,86286,1449,1170,784,0,0,8229,11899,14812,MICHIGAN,59619,39888,24.0,295.0,12,85.50294369243271
322,Saginaw,MI,190800,71486,77421,12893,22573,21459,23457,20874,10739,5153,190800,148559,38721,2941,3487,0,3079,21476,25455,26721,MICHIGAN,127609,82149,64.0,689.0,12,248.8000062691308
323,St. Clair,MI,159337,61243,63108,8662,17293,18497,23017,17842,9364,2807,159337,153402,5949,1996,1513,0,893,16159,20274,25422,MICHIGAN,106774,68605,54.0,486.0,12,176.96892501918288
324,Wright,MN,136349,48656,48828,6864,16243,18679,19348,10215,5507,1400,136349,131372,3233,944,2723,0,1528,19251,21998,16844,MINNESOTA,81398,59836,36.0,560.0,12,178.32379173933288
325,Jackson,MS,143277,51979,55272,8811,17517,19153,18872,13578,8343,815,143277,105199,31903,1748,4331,0,5905,14789,22850,18549,MISSISSIPPI,80309,39507,32.0,160.0,12,45.90270081808441
326,Cascade,MT,81643,31870,31477,5717,11977,9545,9049,8401,4664,1940,81643,74596,1997,5519,1431,0,1406,10163,9125,11062,MONTANA,41850,34236,9.0,125.0,12,19.354838709672794
327,Clark,NV,2231647,738362,747917,134338,332521,308397,296441,201469,96204,31017,2231647,1386548,313971,42931,275929,33824,321491,278712,288389,264159,NEVADA,1096900,655497,172.0,2534.0,12,286.08857689852965
328,Albany,NY,307117,113566,123429,31561,40393,34783,37943,30005,15261,7050,307117,240720,49365,3981,23862,0,3777,28807,41267,40047,NEW YORK,183529,117296,126.0,1170.0,12,578.3412975605719
329,Broome,NY,191659,71145,76066,16868,22983,19934,22191,19617,10842,6334,191659,167104,14153,1121,10135,0,3761,20565,24995,27330,NEW YORK,115918,74507,113.0,619.0,12,434.4609120239795
330,Clinton,NY,80695,33592,30910,7667,10736,8927,10269,7865,4160,1498,80695,73626,3963,151,1036,0,2439,7304,10412,11857,NEW YORK,46558,27134,31.0,277.0,12,132.79436401904448
331,Dutchess,NY,293718,111036,113500,21801,34866,33956,41268,29217,15868,6488,293718,238771,38389,2958,13124,0,11639,28174,37484,44596,NEW YORK,182782,114199,107.0,814.0,12,343.0893632852062
332,Erie,NY,919719,338875,369582,58010,131523,102997,116781,91755,49490,23971,919719,733439,136092,10014,39625,256,27639,101743,110949,132500,NEW YORK,597592,345958,330.0,2811.0,12,1117.641467757247
333,Livingston,NY,63227,25800,25533,5232,6989,6600,8505,6462,3639,1016,63227,59911,2463,620,1083,0,507,5852,9232,9700,NEW YORK,39000,24806,27.0,177.0,12,88.22769230766968
334,New York,NY,1628701,544203,629850,111359,364144,233082,199097,146350,82875,39609,1628701,964150,275247,34563,227248,2156,214954,135783,131721,184681,NEW YORK,1016771,540445,277.0,6140.0,12,1204.3632243641764
335,Saratoga,NY,230163,87535,92108,14118,26485,28238,34499,24666,12108,4076,230163,216898,6468,1283,8212,0,1904,23778,28990,33205,NEW YORK,154480,97354,108.0,721.0,12,362.92698083892003
336,Suffolk,NY,1481093,525496,555083,95867,175556,173904,219165,140468,78511,31103,1481093,1235235,135104,11924,70597,2774,64392,159273,191799,215447,NEW YORK,977134,541899,331.0,5033.0,12,1227.5333372904715
337,Alamance,NC,166436,55706,66045,10860,19797,19543,21867,16087,8933,3361,166436,118344,34522,1681,3373,0,12224,20121,24067,21800,NORTH CAROLINA,88736,56961,38.0,393.0,12,121.17381896861238
338,Burke,NC,90382,35025,36270,4540,10969,11433,12359,10041,6304,1702,90382,79014,6699,1310,3469,0,1794,9164,9747,14123,NORTH CAROLINA,47797,28517,34.0,136.0,12,69.65458083141837
339,Catawba,NC,158652,56780,60464,8346,19279,19311,21972,16899,8115,3006,158652,130034,15762,550,7347,0,8528,17392,21831,22501,NORTH CAROLINA,87767,53771,41.0,204.0,12,68.61439948954975
340,Cleveland,NC,97645,35343,39684,5511,11705,10310,13519,10584,5439,2074,97645,72026,21715,372,1190,0,3000,11257,13359,13887,NORTH CAROLINA,53984,33669,22.0,176.0,12,51.641967990506146
341,Johnston,NC,202675,67409,71962,11036,25117,28200,30653,17262,6999,3135,202675,159769,35524,2791,2412,0,7056,26947,29402,23924,NORTH CAROLINA,110292,67101,37.0,243.0,12,58.69437493199337
342,Moore,NC,98682,35482,39901,4064,10991,10670,12663,12691,7840,3053,98682,83778,11430,1349,1860,0,1073,11060,12327,13323,NORTH CAROLINA,60339,40553,27.0,235.0,12,75.7122259235195
343,Orange,NC,146027,49401,57299,17035,16522,16375,18987,13577,6204,972,146027,112353,18389,2846,13384,0,3518,13722,25053,17580,NORTH CAROLINA,95531,67690,45.0,214.0,12,72.57958149709805
344,Union,NC,235908,76836,82648,14593,22323,31786,38293,18134,8736,2920,235908,195927,30489,1697,8817,0,4480,29082,41917,28124,NORTH CAROLINA,133009,87724,53.0,285.0,12,81.76589554089709
345,Athens,OH,65818,26948,27837,12430,8099,6331,6472,5271,2263,1103,65818,61686,2748,1076,2293,0,0,4401,11808,7640,OHIO,45318,23364,25.0,284.0,12,112.80285979078673
346,Butler,OH,382378,134737,144815,33590,43083,46430,49609,33315,16467,6490,382378,327923,38565,4221,16381,321,7262,45017,58710,49667,OHIO,254708,138444,89.0,1279.0,12,321.7736388334751
347,Clark,OH,134585,48871,54278,8035,15750,15238,16994,14885,7223,3849,134585,122051,14938,961,1487,0,451,15133,19083,18395,OHIO,90384,48996,50.0,639.0,12,254.51407328727936
348,Mahoning,OH,229642,88708,93998,14540,25680,25278,28269,26506,13471,8163,229642,190335,40582,1805,3190,0,4410,24592,28105,35038,OHIO,169621,93134,73.0,840.0,12,260.2885255952824
349,Miami,OH,106222,39409,41381,5165,12499,12622,13558,11586,7128,1822,106222,102481,2689,1724,2174,0,0,13633,13242,14967,OHIO,74338,36058,23.0,338.0,12,75.29500390109025
350,Scioto,OH,75502,29028,29768,4467,9381,9291,9634,7602,4253,1671,75502,71939,3192,1335,0,0,0,9186,9524,10493,OHIO,47413,24295,36.0,312.0,12,170.56587855647808
351,Cleveland,OK,281669,104939,107302,26558,45511,37303,31100,22723,10759,3826,281669,233436,18999,23841,16594,296,8922,33041,38320,32528,OKLAHOMA,140610,92449,71.0,317.0,12,115.24813313419278
352,Muskogee,OK,68362,24035,26394,4586,8351,8401,8542,6256,3586,1478,68362,45243,8855,17974,250,0,3306,8510,9734,8918,OKLAHOMA,31781,19758,29.0,97.0,12,63.728642899825765
353,Charleston,SC,405905,148957,165230,25041,68055,54309,47935,41190,16652,8256,405905,285831,111340,2754,9343,0,3871,44662,46053,53752,SOUTH CAROLINA,312575,149136,119.0,584.0,12,160.0803647124639
354,Greenwood,SC,70741,24106,29565,5077,7691,8504,9434,6891,4400,1704,70741,45701,23996,0,496,0,1707,7526,10407,9107,SOUTH CAROLINA,45511,23460,51.0,292.0,12,235.59666893712827
355,Horry,SC,344147,128566,144068,17007,40550,38151,40789,55355,21925,5951,344147,286437,48359,4309,6024,0,3661,32652,38406,53361,SOUTH CAROLINA,245776,111891,129.0,603.0,12,227.8767658355483
356,Lancaster,SC,95380,34140,38102,3547,10469,14077,11675,11944,6062,1629,95380,71946,21459,2798,1606,0,1037,11669,12344,11964,SOUTH CAROLINA,65361,33328,37.0,250.0,12,101.89562583190254
357,Pickens,SC,124937,48260,50008,14756,14672,13348,15621,11813,7077,1799,124937,111833,10056,584,2978,0,1185,12198,18528,15125,SOUTH CAROLINA,76839,39014,76.0,289.0,12,205.80798813100043
358,Blount,TN,131349,48539,54317,7733,14515,15358,17566,15985,8663,2520,131349,126248,4743,1244,1665,0,771,15311,14932,18766,TENNESSEE,75736,47386,33.0,310.0,12,97.25361783034525
359,Knox,TN,465289,169842,187151,41154,63941,57827,59309,43474,21912,7891,465289,406882,46231,3908,13589,720,5744,53836,57664,58281,TENNESSEE,256890,167589,78.0,674.0,12,147.34649071586486
360,Putnam,TN,78843,30198,31142,8160,9988,9872,8921,7324,4118,1759,78843,73475,2365,1096,1148,0,1969,8367,10677,9657,TENNESSEE,40184,24707,24.0,205.0,12,88.15448934897269
361,Sullivan,TN,157668,60141,65615,8813,17691,17616,22271,19684,11388,3729,157668,151604,5687,1187,1544,0,1080,15509,18722,22245,TENNESSEE,94828,54944,25.0,235.0,12,44.60707807820005
362,Denton,TX,859064,279981,300333,55466,127316,132043,124480,56137,22487,8514,859064,661495,99362,11499,92268,1536,29994,112821,123103,96697,TEXAS,433764,299716,94.0,521.0,12,81.29139347663519
363,Kaufman,TX,128622,42539,43792,6323,17241,19046,15674,9169,4234,1622,128622,108520,17324,1806,2098,0,2315,18763,21527,15023,TEXAS,66822,38464,29.0,125.0,12,39.0589925473588
364,Potter,TX,119648,38433,35768,8680,17764,14197,15377,7825,4065,1748,119648,94498,14010,2232,7514,0,4003,18180,17453,14359,TEXAS,46979,24628,16.0,81.0,12,19.86249175162948
365,Randall,TX,136271,48570,51163,9366,19137,16955,16545,11961,6052,2606,136271,126518,5301,1425,2877,1150,2524,17292,19789,16568,TEXAS,77764,48624,13.0,116.0,12,13.962244740495093
366,Travis,TX,1248743,421181,423688,82762,250556,199730,159266,79943,29851,13640,1248743,931431,118521,24235,106199,2395,116804,151562,150702,130731,TEXAS,787670,486616,143.0,874.0,12,114.24459481762521
367,Davis,UT,351713,116243,116730,22749,49303,52836,36237,21801,10733,3139,351713,331263,6854,3910,12040,3766,6036,60685,61630,32600,UTAH,166157,126856,16.0,119.0,12,8.250510059762258
368,Elmore,AL,81887,30034,32947,4847,12140,10087,11642,7550,3764,985,81887,62491,18388,838,707,0,1395,9689,10558,10625,ALABAMA,52788,29669,29.0,316.0,12,124.99204364625957
369,Mobile,AL,413757,144389,167136,27026,58520,49083,50814,39373,20213,6972,413757,246521,152470,5748,10837,510,6174,51420,55100,55236,ALABAMA,252542,132353,88.0,1605.0,12,402.6767824757702
370,St. Clair,AL,88690,33499,34070,4265,11436,11349,12208,9027,4397,1336,88690,77414,9276,0,959,0,1761,11504,10942,12226,ALABAMA,58840,30053,30.0,179.0,12,65.71040108768428
371,Cochise,AZ,126770,48340,46312,7479,14753,14643,13844,16130,9098,3174,126770,114042,6728,2551,3846,1131,4050,15266,15457,16926,ARIZONA,70854,45927,17.0,171.0,12,29.540181217711133
372,Coconino,AZ,142854,52332,56316,16884,20021,15121,15058,11161,5212,1440,142854,94905,2575,40939,4663,0,5146,14793,26794,16370,ARIZONA,83239,55948,55.0,351.0,12,166.98422614397495
373,Faulkner,AR,124806,44674,48805,13811,17975,15254,14612,9915,4256,1549,124806,106017,16750,1563,2171,0,2453,16842,17114,13478,ARKANSAS,63199,38818,24.0,147.0,12,40.19304102912385
374,Contra Costa,CA,1150215,371810,399226,66366,147192,155046,161819,106358,54714,20195,1150215,692066,123374,25223,237262,12698,155456,132376,154402,151747,CALIFORNIA,621309,423348,269.0,1905.0,12,593.8436430181987
375,Fresno,CA,994400,290788,308774,70459,153001,126847,109300,71002,33353,17185,994400,680972,59718,27827,119354,4553,150119,154367,154687,104199,CALIFORNIA,456891,256972,278.0,1855.0,12,812.6594745792582
376,Humboldt,CA,136373,52573,53408,12757,17684,18473,14158,15227,6252,2817,136373,115632,3598,12379,6293,0,8635,15835,15154,18016,CALIFORNIA,78518,53310,58.0,365.0,12,194.12618762574263
377,Madera,CA,157672,44313,47813,10369,21751,20236,18092,13513,5918,2668,157672,96479,6354,4341,4072,0,52075,23720,24182,17223,CALIFORNIA,57418,38890,7.0,40.0,12,3.5110940819945817
378,Napa,CA,139417,45012,49538,8766,17324,16622,18347,15856,8241,2708,139417,111438,4141,2841,13897,607,13171,13497,19392,18664,CALIFORNIA,78135,57132,8.0,64.0,12,4.717988097522913
379,Boulder,CO,326078,123485,123276,32819,46112,40454,41905,28746,11421,5866,326078,298159,5782,5467,20327,543,9909,31616,45480,41659,COLORADO,216918,179882,15.0,206.0,12,10.256410256409783
380,El Paso,CO,713856,262858,256518,57329,114785,90568,83879,56961,23642,10794,713856,611185,62004,16338,34413,6244,34936,96276,96106,83516,COLORADO,401237,283332,28.0,366.0,12,18.389530377307715
381,Jefferson,CO,580233,222211,228061,32720,85706,79940,75593,58442,25230,11847,580233,538392,11114,9357,23040,1361,13558,62118,65070,83567,COLORADO,393696,311611,24.0,150.0,12,6.583760058522144
382,Clay,FL,216072,79891,82705,11622,26583,27784,30493,22608,9568,2576,216072,178288,28480,2305,10231,2090,7129,25635,30295,28908,FLORIDA,153119,94038,45.0,317.0,12,67.0772405775856
383,Duval,FL,950181,328669,359971,62471,157713,120049,118838,81885,37580,14134,950181,596474,296426,8176,59747,3665,24576,125037,111227,121247,FLORIDA,607386,381860,196.0,1883.0,12,437.49602394522697
384,Highlands,FL,105424,38799,40794,4683,8927,10080,9798,17388,13230,6627,105424,86454,11308,0,1807,0,7800,10020,11062,13609,FLORIDA,59272,40284,25.0,239.0,12,72.58064516127808
385,Leon,FL,292502,106898,123361,45668,42586,32496,29112,24218,11002,3694,292502,184564,95587,2272,13037,628,4978,30027,41468,32231,FLORIDA,213195,141111,86.0,915.0,12,265.75107296136093
386,Pinellas,FL,975280,365005,408595,47203,118616,106855,130262,130087,76714,35047,975280,820072,119024,9689,42133,2726,18721,88649,85340,156507,FLORIDA,666876,440508,193.0,1904.0,12,396.745182012842
387,Walton,FL,71375,27409,27966,3919,7252,9136,9862,9170,4845,502,71375,64954,4389,1473,1410,0,2220,7429,8480,10780,FLORIDA,50263,30579,19.0,163.0,12,44.363448262132316
388,Maui,HI,167218,57819,58851,7718,20599,22630,22198,18665,7873,3954,167218,84294,2986,3367,78885,43064,4477,19528,20489,23564,HAWAII,88054,50650,34.0,467.0,12,129.83123992094283
389,Kane,IL,534216,171285,178565,33551,63227,72566,74204,44610,20900,7571,534216,416718,34111,4546,27668,639,66943,71538,79167,66882,ILLINOIS,314170,172056,113.0,785.0,12,203.28993856828458
390,Kendall,IL,127915,41267,45102,7196,15302,21586,16996,7857,3761,1875,127915,111982,11529,0,5816,0,1898,20714,20352,12276,ILLINOIS,78227,46201,50.0,376.0,12,173.03488565326893
391,Allen,IN,375351,128608,138938,24377,53204,47149,44191,32465,15964,6099,375351,304636,53623,3207,19033,972,10844,52361,53008,46533,INDIANA,237322,127189,116.0,618.0,12,217.49083523650492
392,Lake,IN,484411,169322,188602,30050,59215,60975,61888,46107,23301,10516,484411,309544,121915,4238,9696,1151,59353,58792,66524,67043,INDIANA,324233,165140,288.0,2300.0,12,1470.9421928057454
393,Daviess,KY,101104,35980,39146,5681,13125,12338,12116,9801,5390,1861,101104,93149,6567,438,2202,0,1041,13013,14326,13453,KENTUCKY,74697,35924,57.0,371.0,12,203.8346921562842
394,Ascension Parish,LA,124672,42618,45442,6535,18139,18692,16698,9536,3114,1529,124672,91381,29318,1317,1939,0,2930,18273,17867,14289,LOUISIANA,74395,41893,38.0,348.0,12,127.9827945426268
395,Cumberland,ME,293557,111257,121648,17007,40584,36648,39782,32032,15303,6638,293557,275579,11045,3061,9350,0,2044,29540,32031,43992,MAINE,7056,5179,1.0,12.0,12,1.2244897959166319
396,Bay,MI,103923,40556,41970,5714,12278,11739,13165,11821,5985,3051,103923,100890,3347,1287,681,0,171,11722,11912,16536,MICHIGAN,70194,47740,34.0,316.0,12,110.20429096502404
397,Van Buren,MI,75448,27403,28587,4365,7574,8859,10186,8497,4219,1373,75448,67282,4555,1530,368,0,4570,9440,9661,11274,MICHIGAN,47666,29970,24.0,234.0,12,84.83027734651853
398,Washtenaw,MI,370963,135671,143343,48404,53605,42252,43204,31650,14190,5935,370963,285780,50697,4908,40621,495,4532,36157,53766,41800,MICHIGAN,249008,175112,103.0,1225.0,12,364.83165199510194
399,Wayne,MI,1753893,600489,671520,111194,249565,205384,228836,158195,78890,33176,1753893,970422,698817,18155,73166,1655,39414,227548,227427,233678,MICHIGAN,1097743,697028,501.0,7022.0,12,2307.439755935567
400,Madison,MS,105630,35680,40780,6239,13361,14248,13695,8831,3191,1736,105630,62226,41186,0,3021,0,0,14302,15753,14274,MISSISSIPPI,69812,40801,43.0,215.0,12,95.34750472696739
401,Washoe,NV,465735,168369,167988,30448,70298,56707,58870,48330,20656,7186,465735,370304,16992,11487,33096,6838,50224,56225,55575,61440,NEVADA,269236,188824,83.0,340.0,12,75.46687664353668
402,Gloucester,NJ,291408,106831,115192,18191,35875,35962,41826,27623,12897,6059,291408,245528,35014,2102,10764,0,6723,32151,39595,41229,NEW JERSEY,194187,116022,96.0,933.0,12,332.0972052711905
403,Ocean,NJ,601651,210231,234549,32203,66301,60303,70028,72024,45707,18547,601651,554187,25541,3541,13928,0,14388,78660,77034,80844,NEW JERSEY,383667,228785,214.0,1827.0,12,733.7200228322807
404,Union,NJ,558067,169472,186815,33732,71713,76709,79069,45176,23226,11851,558067,308479,127858,4687,34408,0,96868,72973,70898,72720,NEW JERSEY,310203,188734,190.0,1879.0,12,828.6418893434031
405,Cattaraugus,NY,76840,29287,30494,4737,8445,8630,10083,8449,4668,1524,76840,72146,1838,3030,948,0,676,8715,10018,11571,NEW YORK,44741,24621,42.0,239.0,12,161.537739433593
406,Cayuga,NY,77145,30978,29710,4008,10239,9328,10250,8238,4408,1676,77145,72376,4264,675,774,0,592,8583,8485,11930,NEW YORK,45559,28171,31.0,175.0,12,85.73498101361187
407,Kings,NY,2582830,762148,907154,159102,474567,360310,303300,204057,108944,45796,2582830,1202854,864382,17643,347387,3849,247773,343291,295114,288349,NEW YORK,1460396,645096,398.0,9608.0,12,1885.2889764146034
408,Madison,NY,70795,27485,28903,5654,7055,7205,9372,7724,3974,1389,70795,67255,1429,0,1991,0,782,7156,10280,10986,NEW YORK,41110,26442,32.0,245.0,12,137.30965701772385
409,Monroe,NY,742474,267215,295727,51462,104660,85044,94181,72844,37580,17686,742474,580162,126412,7215,34163,683,18320,82317,94067,102633,NEW YORK,460283,287650,313.0,2832.0,12,1386.580690575116
410,Tompkins,NY,102793,38791,41670,17285,13162,10505,10480,8586,3584,2039,102793,84519,6076,1263,11698,0,2721,8572,17177,11403,NEW YORK,54631,37844,39.0,266.0,12,136.72237374382007
411,Caldwell,NC,82029,31264,32784,4306,10058,9187,11582,9563,4469,2011,82029,74699,5341,0,616,0,3444,9653,8556,12644,NORTH CAROLINA,43740,26658,21.0,104.0,12,35.9506172839424
412,Durham,NC,316739,103199,120538,22327,57668,44590,38870,25580,12133,4202,316739,174507,118602,2383,19372,0,11567,37937,37167,36265,NORTH CAROLINA,190486,129034,58.0,500.0,12,109.61435486071892
413,Henderson,NC,116748,41403,48743,5186,10673,11901,17240,16862,9816,3661,116748,108412,5548,864,1758,0,2037,11661,13024,16724,NORTH CAROLINA,71837,49051,36.0,187.0,12,67.4727508108541
414,Rowan,NC,141262,50218,54814,7360,16403,18653,18800,14426,7569,2601,141262,111742,24209,2127,1888,0,4964,15422,20914,19114,NORTH CAROLINA,79152,47957,42.0,250.0,12,95.51243177682238
415,Wayne,NC,123248,41470,45101,8724,17363,13948,14766,12178,6341,1988,123248,81415,40271,0,4009,205,1456,14338,17573,16029,NORTH CAROLINA,62070,36928,31.0,200.0,12,71.91880135329919
416,Columbiana,OH,102665,41367,40290,5532,11306,11755,13766,12380,6648,2147,102665,98993,4661,488,645,0,0,10877,12309,15945,OHIO,66688,36677,74.0,346.0,12,276.434740882876
417,Fairfield,OH,155782,57898,59283,8877,18056,20094,22014,14690,7815,2170,155782,142354,15161,1650,3432,0,409,18937,22545,20584,OHIO,103718,60669,28.0,740.0,12,143.836171156391
418,Greene,OH,167995,64310,67081,13144,22296,19080,19755,17023,9750,2286,167995,148433,15582,1503,7124,0,951,17881,24264,22516,OHIO,117957,69961,33.0,400.0,12,80.57173376738298
419,Richland,OH,121099,47539,46678,6683,15042,14570,15950,12614,7370,3751,121099,108847,13236,1432,1158,0,367,13560,14741,16818,OHIO,83033,45506,43.0,475.0,12,177.11030554114905
420,Aiken,SC,169401,61231,68127,9833,20111,19624,20818,19572,9273,3900,169401,122514,45150,509,2507,0,1261,20376,21253,24641,SOUTH CAROLINA,123953,60333,112.0,509.0,12,331.13970617892824
421,Darlington,SC,66802,24091,27596,4808,6452,8024,7828,7784,3803,1053,66802,39115,27948,0,380,0,0,6129,11501,9420,SOUTH CAROLINA,47407,23525,34.0,305.0,12,157.4957284788834
422,Florence,SC,138159,46812,57624,7764,17927,16500,17893,14311,7103,1984,138159,74356,60986,1159,2295,0,2615,16652,20337,17688,SOUTH CAROLINA,96050,45966,75.0,567.0,12,318.7714731910132
423,Richland,SC,414576,150852,165452,45491,60731,51430,48603,33194,14078,5606,414576,196058,205260,4505,15117,0,12084,49237,59178,47028,SOUTH CAROLINA,288826,142805,167.0,1081.0,12,450.02679814142596
424,Shelby,TN,935764,306272,358854,63476,138536,117294,116351,78438,33635,14963,935764,380616,514299,5169,29607,605,22469,125850,130323,116898,TENNESSEE,530478,297363,164.0,1356.0,12,301.8343456278997
425,Angelina,TX,87092,27784,30881,5425,10133,10475,11431,7824,4100,1972,87092,69874,13460,1636,1049,0,2013,10675,13787,11270,TEXAS,46367,26565,27.0,112.0,12,46.957534453372666
426,Fort Bend,TX,787858,233552,247717,44845,94937,120330,111164,57913,21738,7629,787858,424847,170320,6495,170822,0,36236,113721,122167,93414,TEXAS,393273,257811,79.0,339.0,12,49.03036821749652
427,Grayson,TX,133991,46592,52215,8328,16350,15854,16127,14025,7060,2521,133991,119521,10830,3943,2695,0,3173,15072,20072,18582,TEXAS,71039,43310,23.0,141.0,12,32.868705922094506
428,Henderson,TX,82299,29272,31904,4877,9068,9145,9085,10249,6309,1561,82299,76163,6612,299,657,0,370,9535,10148,12322,TEXAS,47855,26892,26.0,130.0,12,50.8536203113466
429,Tom Green,TX,118189,43224,43710,9701,18484,13547,12088,10993,4572,2322,118189,107103,5517,1179,2074,678,3725,14789,17997,13696,TEXAS,58116,35024,20.0,77.0,12,19.079083212881294
430,Salt Lake,UT,1152633,376445,380430,81119,190601,169635,128138,76748,36431,12282,1152633,927936,30472,18493,65234,25585,131938,171802,170244,115633,UTAH,533975,423948,43.0,264.0,12,15.30678402546907
431,Kanawha,WV,180454,67980,75692,9783,22328,21728,22326,22025,10940,4694,180454,163747,16811,1193,2566,0,433,20184,18691,27755,WEST VIRGINIA,102036,65216,110.0,806.0,12,625.6144890038197
432,Baldwin,AL,218022,79962,88142,10426,23498,25990,30117,27152,13464,3827,218022,191157,20781,3442,3143,0,2798,20323,31582,31643,ALABAMA,141301,78573,49.0,517.0,12,129.08443676972354
433,Lauderdale,AL,92387,34934,38195,7145,11317,10100,11718,10360,5897,2162,92387,81601,9825,803,869,0,356,9353,11486,12849,ALABAMA,58303,31240,31.0,186.0,12,71.2059413752172
434,Limestone,AL,96174,35902,36314,3940,12815,13419,13074,9066,4233,1796,96174,76850,14044,1454,1840,0,3687,10457,14811,12563,ALABAMA,59941,33860,25.0,217.0,12,65.16407801003234
435,Garland,AR,99154,36493,40380,5163,11871,10266,11569,12687,7348,2956,99154,88950,9850,1596,1179,0,1292,10616,11883,14795,ARKANSAS,53100,32080,26.0,137.0,12,48.29830508473667
436,Larimer,CO,350518,132768,136135,35528,52464,43058,38390,34255,15220,5527,350518,331801,6442,6779,12195,1179,5786,36176,46138,43762,COLORADO,233575,183782,15.0,310.0,12,14.333725784008804
437,Alachua,FL,269956,99659,108552,38724,44174,31361,24784,22670,10292,4765,269956,195104,58710,2084,19926,482,4033,28980,34888,29318,FLORIDA,180934,116963,62.0,435.0,12,107.32311229508508
438,Charlotte,FL,184998,75732,81738,6788,14005,12187,20309,39338,24071,10912,184998,170263,12199,840,3219,0,1998,12015,13275,32098,FLORIDA,134545,88095,29.0,347.0,12,53.850830577126324
439,Hillsborough,FL,1436888,472777,520230,91735,219630,195587,191024,122675,58889,24244,1436888,1058709,275018,11938,76920,3685,78915,175910,184789,172405,FLORIDA,857266,527294,275.0,2171.0,12,501.4289613725436
440,Lake,FL,356495,130674,143753,16831,38675,37950,43467,51370,34672,9082,356495,302269,46028,2912,9542,0,4640,34786,40798,48864,FLORIDA,236078,156339,96.0,801.0,12,234.52045510381166
