,County,State,Total Pop.,VAP Males,VAP Females,Pop. 20 to 24,Pop. 25 to 34,Pop. 35 to 44,Pop. 45 to 54,Pop. 65 to 74,Pop. 75 to 84,Pop. 85+,Race Total Pop.,White,Black,Native,Asian,Islander,Other,Pop. 0 to 9,Pop. 10 to 19,Pop. 55 to 64
229,Matanuska-Susitna Borough,AK,107610,40032,37409,6189,14622,14741,12610,8779,2981,1291,107610,95529,2489,12543,3481,475,1278,15241,16667,14489
337,Fairbanks North Star Borough,AK,98971,40154,32584,8641,18258,13878,10322,7346,2001,866,98971,80724,6804,11836,5448,1586,933,13829,13378,10452
336,Anchorage Municipality,AK,291538,108171,102769,20844,48609,38979,36646,21792,7961,3056,291538,208738,23253,39880,37640,9836,7976,41395,37470,34786
1,Morgan,AL,119089,42522,45605,7421,13754,14793,15950,12050,5867,2547,119089,92884,17794,807,1047,0,8200,15064,15228,16415
225,Cullman,AL,83442,30942,32494,4500,10274,10131,10843,9116,5570,855,83442,80522,1246,1210,903,0,1702,10127,10496,11530
226,Shelby,AL,215707,76757,83237,12128,26890,31044,30165,20352,9918,3025,215707,175797,29145,1401,5613,238,7546,25038,29152,27995
227,Talladega,AL,79828,29732,32748,4242,9867,10014,10796,8757,4392,1273,79828,51977,27916,693,0,0,0,8885,10426,11176
228,Tuscaloosa,AL,208911,75778,84947,19909,31177,24947,23240,16811,8124,2537,208911,136977,68197,1358,4125,0,476,23425,34915,23826
639,Lauderdale,AL,92387,34934,38195,7145,11317,10100,11718,10360,5897,2162,92387,81601,9825,803,869,0,356,9353,11486,12849
738,Jefferson,AL,659300,228974,267769,41548,95714,84162,80533,61976,31130,11594,659300,351092,288682,4517,13687,1100,12896,84400,81429,86814
737,DeKalb,AL,71385,24126,25751,4176,8645,8261,9548,7377,3342,1542,71385,61426,1348,1722,588,0,7583,7840,11200,9454
333,Calhoun,AL,114277,42180,46583,7451,16273,12608,13616,12240,6514,1761,114277,87105,25595,489,1594,0,2024,14300,13354,16160
334,Etowah,AL,102501,37529,41821,7116,12260,12232,13422,11519,5919,2194,102501,82862,18369,755,944,0,1476,12842,11174,13823
335,Lee,AL,163941,60796,63985,22390,21562,18918,19737,13335,4776,1776,163941,117409,39531,1147,7622,0,868,16703,27195,17549
440,Houston,AL,104722,37139,42202,6223,13763,12633,13289,11027,5909,1854,104722,74364,30168,701,1406,0,264,12702,13608,13714
441,Marshall,AL,96109,32924,35308,5520,10753,12141,12608,9344,5387,1756,96109,89353,3952,1158,768,0,2626,12745,13533,12322
442,Montgomery,AL,225763,77071,90223,15521,32789,28254,27604,20454,9947,3875,225763,81036,134342,1044,8041,0,4680,29472,29434,28413
541,Elmore,AL,81887,30034,32947,4847,12140,10087,11642,7550,3764,985,81887,62491,18388,838,707,0,1395,9689,10558,10625
542,Mobile,AL,413757,144389,167136,27026,58520,49083,50814,39373,20213,6972,413757,246521,152470,5748,10837,510,6174,51420,55100,55236
543,St. Clair,AL,88690,33499,34070,4265,11436,11349,12208,9027,4397,1336,88690,77414,9276,0,959,0,1761,11504,10942,12226
640,Limestone,AL,96174,35902,36314,3940,12815,13419,13074,9066,4233,1796,96174,76850,14044,1454,1840,0,3687,10457,14811,12563
111,Walker,AL,63711,23417,25845,3504,8068,7174,8229,7142,3760,1159,63711,58589,4401,693,0,0,1020,8124,7299,9252
110,Madison,AL,366519,134001,143688,23676,51828,45578,48567,32318,18013,5334,366519,257437,95120,6503,13292,1257,9033,44700,45471,51034
638,Baldwin,AL,218022,79962,88142,10426,23498,25990,30117,27152,13464,3827,218022,191157,20781,3442,3143,0,2798,20323,31582,31643
742,White,AR,78727,27472,31300,6274,8793,9454,10637,7055,3945,1307,78727,73666,4684,709,1021,0,0,9248,12765,9249
236,Washington,AR,236961,81384,84781,25271,36889,29801,26644,15964,7715,3243,236961,186986,10596,6112,8345,6591,25677,32483,34842,24109
444,Craighead,AR,108558,37691,40730,7446,17435,12761,12697,8860,5205,1102,108558,86924,18067,788,685,0,3197,15812,15592,11648
112,Benton,AR,272608,88046,93144,15558,40243,38770,34359,20281,11336,4673,272608,246053,6631,7980,12605,1943,5649,38461,39484,29443
235,Pulaski,AR,392680,136367,153213,24856,57975,49739,47734,37165,16452,7487,392680,226066,151035,4293,11934,1003,9430,51623,48373,51276
741,Jefferson,AR,68114,26018,26807,5097,8262,8547,8385,6982,2974,1715,68114,27291,39412,431,659,0,645,8624,8207,9321
546,Faulkner,AR,124806,44674,48805,13811,17975,15254,14612,9915,4256,1549,124806,106017,16750,1563,2171,0,2453,16842,17114,13478
547,Sebastian,AR,127753,43703,47670,7966,17355,15586,16207,11997,6126,2045,127753,97243,10834,4800,6649,0,14783,16599,17191,16681
641,Garland,AR,99154,36493,40380,5163,11871,10266,11569,12687,7348,2956,99154,88950,9850,1596,1179,0,1292,10616,11883,14795
338,Lonoke,AR,73657,26044,27657,4066,9759,10245,10642,5831,2963,963,73657,66397,5772,0,1104,0,1203,8750,11676,8762
642,Saline,AR,121421,44372,46887,6649,15268,16141,15601,12750,6895,2148,121421,108906,9861,1464,1924,0,974,14347,16871,14751
739,Maricopa,AZ,4410824,1465310,1539857,291402,643582,574263,552562,388129,203927,77143,4410824,3614022,322929,131157,244080,19568,263648,563952,605812,510052
740,Yavapai,AZ,231993,90454,97866,11059,19917,19148,25571,43831,22454,7371,231993,216974,3055,7839,3626,1564,8409,19198,23161,40283
230,Apache,AZ,71818,25301,26425,4708,8817,8327,7714,6466,3163,1303,71818,16437,435,54058,450,0,606,10465,11544,9311
231,Mohave,AZ,209550,85897,82344,10046,21588,18649,22854,37132,21019,5643,209550,195108,3298,6530,3405,1910,3721,19751,18986,33882
232,Pima,AZ,1039073,370968,388416,89756,133420,118453,113730,117273,66965,21309,1039073,823552,53256,73954,44720,3281,104130,113403,135423,129341
233,Pinal,AZ,447138,171355,157058,26780,56108,59352,49111,55006,29655,6164,447138,376948,27826,30021,11241,3960,19123,53087,58258,53617
544,Cochise,AZ,126770,48340,46312,7479,14753,14643,13844,16130,9098,3174,126770,114042,6728,2551,3846,1131,4050,15266,15457,16926
443,Navajo,AZ,110445,39598,40253,5837,13390,11646,12240,12126,5852,2184,110445,55963,1189,51524,1170,537,2936,15310,17227,14633
545,Coconino,AZ,142854,52332,56316,16884,20021,15121,15058,11161,5212,1440,142854,94905,2575,40939,4663,0,5146,14793,26794,16370
234,Yuma,AZ,212128,68637,62038,17326,28913,22932,22770,19698,17127,3154,212128,191309,7931,4732,3774,199,10702,29316,30373,20519
339,Alameda,CA,1666753,539268,569520,99631,278956,251407,222171,136742,66204,27564,1666753,731674,202280,25998,575221,27041,228934,187896,193001,203181
5,Shasta,CA,180040,66476,69851,10406,22402,20206,20670,21481,11594,3952,180040,160377,3596,8371,7381,1058,7172,21775,20858,26696
4,Nevada,CA,99696,39033,40665,3523,9913,11461,11607,17493,7101,3152,99696,95203,825,2522,3066,0,2420,8370,10297,16779
3,Monterey,CA,435594,116568,114453,31653,61898,57220,51007,34393,16735,8363,435594,218580,15458,9383,34939,5405,171031,62212,63820,48293
548,Contra Costa,CA,1150215,371810,399226,66366,147192,155046,161819,106358,54714,20195,1150215,692066,123374,25223,237262,12698,155456,132376,154402,151747
340,Lake,CA,64382,22687,24624,3023,7514,7776,6857,9780,3915,1161,64382,49377,1789,4056,1184,0,9982,7781,6436,10139
446,San Diego,CA,3343364,1156948,1136957,252462,551187,447365,413803,272301,138440,59080,3343364,2525178,216367,45359,493938,32624,221864,399953,413170,395603
342,Sonoma,CA,499942,169794,186050,27975,62547,63735,63949,60222,25828,11980,499942,391092,13048,13672,30671,3961,75637,52167,58923,72616
343,Yolo,CA,220408,70585,75214,31778,28702,25985,23215,15764,7868,3545,220408,172252,9195,5043,40058,2918,8023,25464,35369,22718
449,Tulare,CA,465861,124745,133513,32982,65271,59236,51088,31035,15293,6294,465861,345894,10971,12319,22126,1195,92355,76490,81169,47003
448,Santa Barbara,CA,446527,140005,142440,47576,59576,50626,48111,37583,21181,9638,446527,367122,12753,11881,34484,2376,40245,54042,67742,50452
447,San Joaquin,CA,752660,226627,234370,51560,105657,97658,92256,56724,28189,10931,752660,511462,69851,58504,143682,10942,54812,110354,115122,84209
549,Fresno,CA,994400,290788,308774,70459,153001,126847,109300,71002,33353,17185,994400,680972,59718,27827,119354,4553,150119,154367,154687,104199
445,San Bernardino,CA,2171603,677120,699433,164029,331736,281377,264742,153354,72061,25753,2171603,1410943,217900,43999,187242,13007,414805,311654,321368,245529
6,Yuba,CA,78041,25566,26846,5223,12263,9488,8455,5796,2558,1029,78041,64633,4742,3644,6229,1458,3252,11214,12016,9999
113,Riverside,CA,2450758,798500,815414,168706,342125,314730,305460,200679,109456,42890,2450758,1572247,190762,38186,200493,16901,545759,326576,358926,281210
114,Santa Clara,CA,1937570,588754,597596,120084,313724,279888,266453,145646,78089,37517,1937570,942586,63216,26182,785222,17173,210812,225405,242312,228452
115,Santa Cruz,CA,274255,94721,99255,26705,33697,31830,33369,29453,12061,3835,274255,212757,5198,4574,18641,1762,45501,28366,38411,36528
116,Stanislaus,CA,549815,171309,180498,37796,78160,71804,64510,43137,20813,8557,549815,453797,20522,12284,40705,7057,43938,78905,84318,61815
117,Sutter,CA,96807,30876,31121,5618,14323,11577,11212,7747,4847,2269,96807,71990,4126,3359,16439,2794,6435,13987,13485,11742
118,Ventura,CA,850967,279338,293153,57191,114056,106498,111368,76060,37631,18528,850967,720716,23321,17543,79842,4488,48334,103943,113197,112495
341,San Francisco,CA,883305,335784,323809,46479,207779,139659,115224,76622,38664,22842,883305,449105,57673,8756,339207,9027,82933,69308,64953,101775
550,Humboldt,CA,136373,52573,53408,12757,17684,18473,14158,15227,6252,2817,136373,115632,3598,12379,6293,0,8635,15835,15154,18016
746,Kern,CA,896764,272019,256703,65981,139691,114813,100174,59306,28094,10676,896764,702552,59427,16785,55658,3644,95586,135887,147656,94486
552,Napa,CA,139417,45012,49538,8766,17324,16622,18347,15856,8241,2708,139417,111438,4141,2841,13897,607,13171,13497,19392,18664
238,Mendocino,CA,87606,31394,31614,5363,8603,10221,10449,12320,5277,1475,87606,76467,699,6255,2683,0,4897,10823,10035,13040
551,Madera,CA,157672,44313,47813,10369,21751,20236,18092,13513,5918,2668,157672,96479,6354,4341,4072,0,52075,23720,24182,17223
239,Orange,CA,3185968,1026052,1077767,210595,459850,413319,445819,266534,139275,65417,3185968,2037825,82971,34938,743854,22639,408276,363949,416826,404384
240,Placer,CA,393149,141317,150667,20967,42313,50977,52876,43316,24310,9123,393149,339820,10757,6465,40037,1803,13722,45335,50637,53295
241,Sacramento,CA,1540975,508309,546660,96515,241376,205883,191894,128232,61706,27506,1540975,970226,193295,35147,302991,29491,141148,196799,202434,188630
242,Solano,CA,446610,154165,158134,27916,65529,56418,55683,42750,19036,8811,446610,263761,72516,7316,86477,7774,43303,53706,56098,60663
237,Los Angeles,CA,10105518,3086805,3289185,701010,1640038,1381122,1348569,785211,398000,192748,10105518,5506273,929007,198807,1671804,59219,2221435,1177643,1269689,1211488
750,San Mateo,CA,769545,245430,259141,40911,114903,110968,106201,69894,35376,18768,769545,427169,25964,8736,256121,15971,90565,86724,86219,99581
749,San Luis Obispo,CA,284010,110003,109352,30716,32991,30489,30268,35423,15668,6503,284010,258246,7867,4232,15650,1705,8619,25828,37387,38737
2,Kings,CA,151366,53103,42321,11790,25319,21572,17598,8751,5250,1412,151366,101386,12375,2931,8058,615,31573,22809,22464,14401
747,Marin,CA,259666,89817,96257,12234,21615,30254,41427,33696,18171,6346,259666,218665,9324,2186,23210,1438,19630,24198,32381,39344
745,Imperial,CA,181827,57653,51449,13061,27166,21144,21112,13359,7508,2645,181827,124429,6002,3949,3360,323,53064,26752,30189,18891
744,El Dorado,CA,190678,73227,72395,9821,18139,21995,25406,25428,10546,4453,190678,176608,2766,3969,11773,0,2885,17716,24293,32881
748,Merced,CA,274765,74942,75591,20849,39712,33806,31279,17516,9757,3475,274765,164495,12705,5400,24418,0,78731,42979,47923,27469
743,Butte,CA,231256,86297,90848,22757,30314,26069,24191,25269,13110,4441,231256,199636,7598,8540,14810,2679,14222,25532,30055,29518
553,Boulder,CO,326078,123485,123276,32819,46112,40454,41905,28746,11421,5866,326078,298159,5782,5467,20327,543,9909,31616,45480,41659
554,El Paso,CO,713856,262858,256518,57329,114785,90568,83879,56961,23642,10794,713856,611185,62004,16338,34413,6244,34936,96276,96106,83516
346,Weld,CO,314305,108936,109723,19518,47414,42688,38072,24051,10092,4080,314305,293400,6217,5857,6682,1709,11349,45837,46333,36220
345,Denver,CO,716492,260422,262727,42638,167260,114707,82846,51845,22718,9433,716492,570665,76852,15005,36033,2330,48315,82577,71698,70770
344,Arapahoe,CO,651215,221972,229206,39638,102156,93114,84990,53847,21450,9712,651215,496899,88646,10910,50756,3521,36915,85383,81281,79644
555,Jefferson,CO,580233,222211,228061,32720,85706,79940,75593,58442,25230,11847,580233,538392,11114,9357,23040,1361,13558,62118,65070,83567
450,Mesa,CO,153207,56567,59876,9896,18758,18334,17734,16525,8326,3950,153207,146202,2219,3489,2562,0,1758,19498,19141,21045
643,Larimer,CO,350518,132768,136135,35528,52464,43058,38390,34255,15220,5527,350518,331801,6442,6779,12195,1179,5786,36176,46138,43762
119,Adams,CO,511868,164431,166219,32517,83714,75370,63044,33327,15043,4739,511868,444940,24447,17715,26475,1228,28751,72281,75823,56010
120,Pueblo,CO,167529,60502,66272,10044,21666,20602,19705,17912,9020,3900,167529,142788,5351,8049,2790,902,14817,19198,23205,22277
751,Broomfield,CO,69267,25240,24742,3043,10986,10576,9828,5724,3085,809,69267,62503,1334,302,6006,0,820,7991,8961,8264
7,Douglas,CO,342776,120673,123465,17236,38066,51438,55309,25884,10289,3749,342776,314710,6430,3651,23122,0,5268,44118,52985,43702
243,Litchfield,CT,181111,70008,72376,10084,18221,19623,26689,22325,11212,4360,181111,170325,4740,1677,4656,0,4208,16960,19585,32052
244,Middlesex,CT,162682,61801,67782,10690,18545,18147,23618,18512,9591,4339,162682,145304,11256,864,6659,0,2147,15751,17114,26375
121,New Haven,CT,857620,300193,336109,58809,115098,100495,114724,83150,43029,22610,857620,644148,136387,6858,41131,1659,55054,87748,112116,119841
347,Tolland,CT,150921,59668,60213,16266,19532,15488,19081,14080,7054,3147,150921,136358,6167,1278,8344,0,2925,12716,23016,20541
451,Hartford,CT,892697,311694,340879,57215,118211,110083,119693,84582,45558,22534,892697,659474,147938,7952,58037,1609,55261,96093,114850,123878
452,Windham,CT,117027,43952,46997,7718,15109,14370,15903,11037,5188,2701,117027,106552,4157,1447,2267,0,5962,10940,16315,17746
8,Fairfield,CT,943823,302720,335770,59920,107630,117323,138237,82023,45911,21890,943823,699201,124714,6113,60454,840,85066,107357,130732,132800
752,New London,CT,266784,102448,101755,19144,35545,29044,36697,27351,14848,6115,266784,226489,26154,9692,13764,0,9895,25538,32592,39910
349,District of Columbia,DC,702455,245922,280471,52978,163467,105535,75526,48833,25892,10901,702455,315977,333496,6722,38036,1160,35616,78347,70954,70022
348,Sussex,DE,229286,84737,93760,11299,22212,22785,26156,39496,18896,5459,229286,192495,29868,2547,3766,633,4174,21506,23964,37513
9,Kent,DE,178550,63439,70009,11898,23990,20496,22390,17338,9494,2980,178550,124330,52096,3845,6016,0,2301,21311,25185,23468
10,New Castle,DE,559335,195650,213272,36356,81197,69112,74341,51061,25867,10165,559335,365076,152997,3623,35393,459,16030,63346,72606,75284
250,Pasco,FL,539630,196960,211889,26976,58020,66201,71932,67383,41231,13520,539630,479584,39649,5918,18413,418,13929,58620,62941,72806
351,St. Johns,FL,254261,93981,100234,11102,21687,32431,36802,31588,15578,4574,254261,229774,15587,2825,10721,0,2287,26455,37833,36211
350,Citrus,FL,147929,60580,62525,5444,12180,11427,16150,29459,17563,6810,147929,139670,5359,1252,2948,0,1746,11681,12705,24510
13,Santa Rosa,FL,179349,69923,67215,10532,24393,23732,24097,17369,8933,2114,179349,160080,13727,3637,6247,1127,3666,20689,22301,25189
12,St. Lucie,FL,321128,117730,123235,18376,35264,37508,38530,42687,26827,7694,321128,240796,70423,2489,7771,519,9957,33479,35206,45557
11,Nassau,FL,85832,33386,34407,3182,9429,10496,11482,11571,6057,1159,85832,79380,5965,0,1296,0,0,7874,10926,13656
245,Columbia,FL,70503,27880,26083,3852,8014,9665,8620,7433,3917,1628,70503,55353,14068,1226,654,0,2942,9654,7707,10013
753,Brevard,FL,596849,228718,243812,29728,67701,62355,74409,76295,44346,20627,596849,512583,71966,5457,23487,838,7872,54631,68783,97974
754,Flagler,FL,112067,42638,47094,4146,10675,10489,13039,19115,11325,4904,112067,94654,13115,0,3813,0,3264,9426,12102,16846
755,Lee,FL,754610,268571,294726,36618,81667,77417,88551,118640,69928,27692,754610,642138,72276,1835,16286,1187,32177,69955,78485,105657
756,Polk,FL,708009,252051,269222,42694,92351,83977,85312,81146,47287,14993,708009,557405,118040,5619,16503,346,29140,82079,91488,86682
252,Sumter,FL,128754,58331,58679,2178,7278,8396,8700,42145,26161,4848,128754,115354,10883,549,1462,0,1609,4185,6538,18325
248,Monroe,FL,75027,29561,27039,2986,9069,9423,11022,10862,5264,846,75027,66213,5578,399,1291,0,2112,5991,7157,12407
249,Orange,FL,1380645,460838,488907,101479,233350,197112,179984,100096,45944,18844,1380645,920804,309974,12267,88390,3298,98169,166445,182630,154761
251,Sarasota,FL,426718,162954,183165,16847,34511,37229,46702,79335,55058,22673,426718,395672,22442,2834,9645,656,3878,30484,37536,66343
246,Hernando,FL,190865,72161,79332,8829,19285,20723,22858,28039,17855,6749,190865,172875,13505,1288,4241,1074,4564,17842,21068,27617
247,Martin,FL,160912,63139,65943,6353,16113,13865,19665,24414,17890,8115,160912,140360,12593,1212,3028,0,7693,11790,18138,24569
557,Duval,FL,950181,328669,359971,62471,157713,120049,118838,81885,37580,14134,950181,596474,296426,8176,59747,3665,24576,125037,111227,121247
561,Walton,FL,71375,27409,27966,3919,7252,9136,9862,9170,4845,502,71375,64954,4389,1473,1410,0,2220,7429,8480,10780
560,Pinellas,FL,975280,365005,408595,47203,118616,106855,130262,130087,76714,35047,975280,820072,119024,9689,42133,2726,18721,88649,85340,156507
559,Leon,FL,292502,106898,123361,45668,42586,32496,29112,24218,11002,3694,292502,184564,95587,2272,13037,628,4978,30027,41468,32231
123,Manatee,FL,394855,141140,154062,19570,41190,40177,47632,58114,35874,13799,394855,345911,37703,2560,10314,1063,6843,38045,42219,58235
122,Indian River,FL,157413,59782,67430,5165,13774,14976,17533,27260,17006,7118,157413,140150,15622,2048,2053,480,1630,15531,13053,25997
558,Highlands,FL,105424,38799,40794,4683,8927,10080,9798,17388,13230,6627,105424,86454,11308,0,1807,0,7800,10020,11062,13609
453,Bay,FL,185287,69772,70778,11737,24177,23064,23291,18171,9463,3293,185287,154396,23991,4114,6052,0,5885,23210,21265,27616
454,Broward,FL,1951260,633729,673756,113746,262268,260683,274458,181134,102847,40544,1951260,1217972,603161,18577,90871,3456,93754,216242,237909,261429
455,Collier,FL,378488,127728,139605,16835,35786,36459,43094,60211,43984,18268,378488,338047,27914,1732,7002,0,7773,31852,41101,50898
124,Palm Beach,FL,1485941,491178,548379,79848,178095,170189,189838,171961,121941,60936,1485941,1119719,296238,7964,53607,3348,47384,151409,164424,197300
456,Escambia,FL,315534,120829,123827,24660,45551,36251,35908,30821,16073,6102,315534,225522,77732,6372,15101,931,4614,34175,43003,42990
457,Miami-Dade,FL,2761581,765446,876294,168017,394438,379245,405026,240150,138885,68933,2761581,2094088,494873,10939,57791,2762,151655,306542,315896,344449
556,Clay,FL,216072,79891,82705,11622,26583,27784,30493,22608,9568,2576,216072,178288,28480,2305,10231,2090,7129,25635,30295,28908
652,Volusia,FL,547538,209838,227477,31560,64654,57382,66708,75141,37603,21000,547538,449106,64907,3832,12964,499,25330,50525,59037,83928
125,Putnam,FL,74163,27316,28543,4347,7543,7826,8543,10603,5994,717,74163,60986,13052,0,848,0,954,8485,8927,11178
651,Seminole,FL,467832,161643,177710,28377,67891,65496,64067,42822,21420,8492,467832,358241,63787,3174,27125,1352,29134,50381,58272,60614
650,Osceola,FL,367990,121913,126538,24345,51701,53959,49085,30076,13549,4802,367990,274090,54309,5292,13492,790,37812,47625,53472,39376
649,Okaloosa,FL,207269,78590,77258,13697,32246,24865,23973,20721,10756,2628,207269,171321,24099,2773,9990,1581,7521,25695,25671,27017
648,Marion,FL,359977,133780,152801,17332,35714,35651,41766,55734,36135,12155,359977,303306,48567,2785,7899,593,6559,35704,39239,50547
647,Lake,FL,356495,130674,143753,16831,38675,37950,43467,51370,34672,9082,356495,302269,46028,2912,9542,0,4640,34786,40798,48864
646,Hillsborough,FL,1436888,472777,520230,91735,219630,195587,191024,122675,58889,24244,1436888,1058709,275018,11938,76920,3685,78915,175910,184789,172405
645,Charlotte,FL,184998,75732,81738,6788,14005,12187,20309,39338,24071,10912,184998,170263,12199,840,3219,0,1998,12015,13275,32098
644,Alachua,FL,269956,99659,108552,38724,44174,31361,24784,22670,10292,4765,269956,195104,58710,2084,19926,482,4033,28980,34888,29318
562,Chatham,GA,289195,101817,115923,23009,46640,35727,33836,26411,12982,4738,289195,160641,118905,2270,10749,3029,5017,34954,35336,35562
16,Lowndes,GA,116321,41103,45594,14383,16707,13059,12484,8651,4296,1583,116321,68753,44293,747,3228,0,2780,16767,16780,11611
126,Bibb,GA,153095,51655,61951,11537,21063,17780,18199,14270,6902,2802,153095,64674,85567,1168,3655,0,2536,20213,21407,18922
563,Clayton,GA,289615,86694,106972,21180,44049,38669,37546,18120,7071,1689,289615,50787,211307,1626,16217,0,19126,47564,41653,32074
254,Coweta,GA,145864,51853,55703,8459,20344,17345,21694,13281,5922,1544,145864,114038,26896,1982,3892,0,1702,16145,23222,17908
565,Paulding,GA,164044,55650,60353,9997,20780,25306,24293,10502,5064,1305,164044,129189,34447,822,2921,0,1551,21576,26111,19110
653,Clarke,GA,127330,46147,51863,23729,19451,14898,11284,9267,4011,1745,127330,84100,37208,922,6211,0,2410,12323,20423,10199
654,Columbia,GA,154291,53803,57334,9254,20257,20285,21242,14134,5020,2175,154291,118469,29895,1156,8503,0,2346,19936,23932,18056
655,Dougherty,GA,91243,30141,38555,8326,10927,11132,9597,8281,3631,1987,91243,25117,65518,754,0,0,1759,12332,14017,11013
656,Henry,GA,230220,77325,88957,16684,26580,34172,34801,16799,6008,3449,230220,110622,110673,2487,10886,0,4444,30460,33751,27516
657,Houston,GA,155469,53252,58035,8946,22995,20977,22318,11255,5072,2032,155469,94873,52493,866,6208,0,4747,20125,22383,19366
17,Richmond,GA,201554,73139,80296,15988,32995,24129,22214,17357,8014,2777,201554,79198,118245,1534,5795,197,3515,25123,27888,25069
564,Fayette,GA,113459,39871,44105,6541,8718,13670,16831,12685,5572,2027,113459,77566,28380,0,7117,0,3129,10865,19138,17412
18,Troup,GA,70034,23599,27325,6264,8354,9144,8207,6009,3000,1056,70034,41375,26435,0,1647,0,817,7769,11491,8740
658,Whitfield,GA,104062,31134,33690,6314,12933,14020,13536,8814,4130,1644,104062,94992,5700,0,863,0,3339,14135,16518,12018
253,Catoosa,GA,67420,24467,28126,5415,7506,8802,9557,7073,4197,799,67420,62819,3646,1476,1169,0,0,6565,8672,8834
15,Jackson,GA,70422,24639,26080,3664,9107,9174,10669,5979,3064,1201,70422,62702,5933,0,1629,0,1870,8958,10508,8098
255,Rockdale,GA,90594,30567,35683,5208,11881,10601,12460,8048,3670,1088,90594,34763,53714,0,1869,0,1704,12039,13128,12471
256,Walton,GA,93503,32536,35669,4900,11063,12280,12859,8145,4537,1388,93503,72755,17863,0,1853,0,2038,12085,14515,11731
566,Spalding,GA,66100,23395,26497,3232,7848,8991,8367,7150,3595,1269,66100,41964,23265,0,839,0,890,8495,8909,8244
19,Walker,GA,69410,26768,27517,4247,7927,8334,9075,7325,4541,1227,69410,66016,4589,210,0,0,0,8558,8301,9875
14,Barrow,GA,80809,27403,29653,5039,11257,10802,11468,6657,2580,1006,80809,64939,11078,543,3510,0,2434,11079,11698,9223
127,Cherokee,GA,254149,88657,93962,14705,30609,35117,37513,23411,10542,2256,254149,223410,19506,3618,6722,0,7522,31369,37309,31318
352,Bulloch,GA,77296,29967,31043,11927,9320,7846,8365,5174,2408,963,77296,54025,23332,0,1301,0,1792,7473,16045,7775
128,DeKalb,GA,756558,236283,281820,47630,127200,108094,99095,60229,22052,11708,756558,281507,414669,14165,54519,3331,12397,103672,87832,89046
129,Douglas,GA,145331,46438,53791,9274,17229,21248,21197,11146,4610,1530,145331,68993,73503,0,4227,0,3152,18382,23794,16921
130,Forsyth,GA,236612,73662,77994,11757,22261,38907,39255,17876,8924,1598,236612,188320,11256,1618,36134,0,4450,32391,38087,25556
131,Fulton,GA,1050114,354393,395378,75366,178777,149384,144544,72837,36560,13278,1050114,487470,470951,7568,85624,1497,22924,126730,133713,118925
132,Glynn,GA,85219,28405,35234,5190,8825,12657,9228,10477,4467,2011,85219,59956,23870,0,2248,0,786,10662,10009,11693
133,Gwinnett,GA,927781,263355,294228,60037,123064,133324,136829,60565,23825,9315,927781,454625,276443,11816,121334,1382,93518,125670,147574,107578
134,Muscogee,GA,194160,68620,74583,13957,31407,24509,22279,15134,7254,3698,194160,91523,96930,862,8795,1603,7545,27135,26176,22611
353,Carroll,GA,118121,41902,45743,9768,16107,13574,15519,10265,5262,1261,118121,89346,24346,2108,0,0,4239,14684,18582,13099
354,Cobb,GA,756865,252109,279071,48053,111257,106756,107868,58731,24744,9353,756865,456944,224977,5147,48147,2187,46667,94225,103356,92522
357,Newton,GA,109541,36624,42891,7663,9988,15980,15316,8976,4109,1294,109541,55220,52138,1284,1501,0,1788,14977,18647,12591
356,Hall,GA,202148,63175,65610,11939,27247,24099,26609,17504,9377,3197,202148,178786,16808,1138,4944,0,5866,26830,30914,24432
355,Floyd,GA,97927,32726,38257,6592,13437,11392,12109,9158,5532,1843,97927,80773,15360,0,1807,0,1681,11554,14252,12058
458,Bartow,GA,106408,37349,39603,7849,13073,15042,13739,9592,3490,1569,106408,92021,13149,534,1341,0,1394,13043,15273,13738
257,Honolulu,HI,980080,358479,346118,69267,147846,126401,116666,94410,48929,30273,980080,371257,45077,18655,603493,251965,31141,118532,110893,116863
567,Maui,HI,167218,57819,58851,7718,20599,22630,22198,18665,7873,3954,167218,84294,2986,3367,78885,43064,4477,19528,20489,23564
135,Hawaii,HI,200983,72364,73386,10518,23661,23671,23217,27403,11003,4237,200983,109665,5016,6986,88048,69172,7687,25050,22534,29689
136,Kauai,HI,72133,24377,25035,3092,8907,8827,9295,8886,4217,1606,72133,35411,741,1366,36898,18966,1884,8761,8520,10022
667,Story,IA,98105,37311,36779,20385,13442,9751,7753,6531,3626,1405,98105,86708,3343,712,9224,0,1551,9807,16488,8917
147,Johnson,IA,151260,52555,55675,24998,21987,19291,14530,10545,4933,2093,151260,125456,11790,1561,10846,581,4583,17070,20854,14959
462,Dallas,IA,90180,29615,31930,4540,13103,14217,11837,6306,2734,1646,90180,83829,2577,322,5086,0,0,14307,13074,8416
146,Black Hawk,IA,132408,47602,51399,14178,17435,15641,13297,12031,6682,2505,132408,112407,14855,1219,4267,0,1671,15672,18401,16566
266,Linn,IA,225909,81651,86459,14046,31371,28373,28768,20663,11053,4681,225909,203444,17518,1918,7072,0,1871,28229,30608,28117
267,Woodbury,IA,102539,35495,37174,5776,13506,13360,11299,9056,4733,2010,102539,92197,5516,2199,3426,265,1668,14564,15149,13086
763,Polk,IA,487204,165639,174695,30328,74868,67101,60221,37623,18167,7258,487204,421808,40098,5013,27816,959,7966,66723,66638,58277
666,Scott,IA,173283,62336,66144,10068,22531,22182,22021,15956,8491,3144,173283,154545,16965,1618,6364,329,1184,22728,23070,23092
